RepSeqName	U-ID	TrEMBL	T-KO	KEGG	K-KO	U-ID	SwissProt	S-KO
S_ruber_randomG_0001_88_3	Q2RYL8_SALRD	Cellulose 1,4-beta-cellobiosidase-like protein	No_Match	uncharacterized protein	K06882	No_Match	Hypothetical Gene	No_Match
S_ruber_randomG_0001_88_4	No_Match	Hypothetical Gene	No_Match	Hypothetical Gene	No_Match	No_Match	Hypothetical Gene	No_Match
S_ruber_randomG_0001_88_6	Q2RYL2_SALRD	Site-specific recombinase, phage integrase family, truncation	K04763	integrase/recombinase XerD	K04763	XERA_THEKO	Tyrosine recombinase XerA	K04763
S_ruber_randomG_0001_88_7	D5H6L3_SALRM	Uncharacterized protein	No_Match	* uncharacterized protein	K07066	No_Match	Hypothetical Gene	No_Match
S_ruber_randomG_0001_89_4	D5H4P2_SALRM	Abortive phage resistance protein	No_Match	Hypothetical Gene	No_Match	No_Match	Hypothetical Gene	No_Match
S_ruber_randomG_0001_89_6	Q2S6F6_SALRD	PilT protein, N-terminal, putative	No_Match	uncharacterized protein	K07064	No_Match	Hypothetical Gene	No_Match
S_ruber_randomG_0001_89_7	No_Match	Hypothetical Gene	No_Match	uncharacterized protein	K09132	No_Match	Hypothetical Gene	No_Match
S_ruber_randomG_0001_89_9	Q2S6F7_SALRD	Integrase/recombinase	No_Match	integrase/recombinase XerD	K04763	INT2_SALTI	Integrase/recombinase;	No_Match
S_ruber_randomG_0001_89_11	D5H4N6_SALRM	Putative phosphate acetyltransferase/enoyl-CoA hydratase fusion protein	K17865	3-hydroxybutyryl-CoA dehydratase [EC:4.2.1.55]	K17865	No_Match	Hypothetical Gene	No_Match
S_ruber_randomG_0001_89_12	D5H4N5_SALRM	Uncharacterized protein	No_Match	* beta-barrel assembly-enhancing protease [EC:3.4.-.-]	K01423	No_Match	Hypothetical Gene	No_Match
S_ruber_randomG_0001_89_13	D5H4N4_SALRM	DNA replication and repair protein RecF	K03629	* DNA replication and repair protein RecF	K03629	RECF_SALRD	DNA replication and repair protein RecF	K03629
S_ruber_randomG_0001_90_1	Q2S4N2_SALRD	Uncharacterized protein	No_Match	aldehyde dehydrogenase	K12907	No_Match	Hypothetical Gene	No_Match
S_ruber_randomG_0001_90_2	Q2S4N3_SALRD	Alcohol dehydrogenase, zinc-containing	K00001	alcohol dehydrogenase [EC:1.1.1.1]	K00001	No_Match	Hypothetical Gene	No_Match
S_ruber_randomG_0001_90_3	Q2S4N4_SALRD	IMP dehydrogenase / GMP reductase domain, putative	No_Match	alcohol dehydrogenase [EC:1.1.1.-]	K18369	No_Match	Hypothetical Gene	No_Match
S_ruber_randomG_0001_90_6	Q2S4N5_SALRD	Uncharacterized protein	No_Match	Hypothetical Gene	No_Match	No_Match	Hypothetical Gene	No_Match
S_ruber_randomG_0001_90_8	Q2S4N7_SALRD	Uncharacterized protein	No_Match	Hypothetical Gene	No_Match	No_Match	Hypothetical Gene	No_Match
S_ruber_randomG_0001_90_9	Q2S4N8_SALRD	Uncharacterized protein	K08983	* putative membrane protein	K08983	No_Match	Hypothetical Gene	No_Match
S_ruber_randomG_0001_90_10	Q2S4N9_SALRD	Uncharacterized protein	No_Match	Hypothetical Gene	No_Match	No_Match	Hypothetical Gene	No_Match
S_ruber_randomG_0001_90_12	Q2S4P1_SALRD	Uncharacterized protein	No_Match	TonB-dependent starch-binding outer membrane protein SusC	K21573	No_Match	Hypothetical Gene	No_Match
S_ruber_randomG_0001_90_15	D5H6Z4_SALRM	ABC transporter, periplasmic binding component	No_Match	putative hydroxymethylpyrimidine transport system substrate-binding protein	K15598	No_Match	Hypothetical Gene	No_Match
S_ruber_randomG_0001_91_3	Q2S3Z3_SALRD	Deoxyguanosine kinase/deoxyadenosine kinase subunit	No_Match	deoxyguanosine kinase [EC:2.7.1.113]	K15518	No_Match	Hypothetical Gene	No_Match
S_ruber_randomG_0001_91_4	Q2S3Z4_SALRD	2-amino-4-hydroxy-6-hydroxymethyldihydropteridine pyrophosphokinase	K00950	* 2-amino-4-hydroxy-6-hydroxymethyldihydropteridine diphosphokinase [EC:2.7.6.3]	K00950	HPPK_BACSU	2-amino-4-hydroxy-6-hydroxymethyldihydropteridine pyrophosphokinase;	K00950
S_ruber_randomG_0001_91_5	Q2S3Z5_SALRD	Endonuclease/exonuclease/phosphatase family	No_Match	CCR4-NOT transcription complex subunit 6 [EC:3.1.13.4]	K12603	No_Match	Hypothetical Gene	No_Match
S_ruber_randomG_0001_91_7	Q2S3Z7_SALRD	Uncharacterized protein	No_Match	Hypothetical Gene	No_Match	No_Match	Hypothetical Gene	No_Match
S_ruber_randomG_0001_91_9	Q2S3Z9_SALRD	Exonuclease, putative	K02342	* DNA polymerase III subunit epsilon [EC:2.7.7.7]	K02342	No_Match	Hypothetical Gene	No_Match
S_ruber_randomG_0001_91_13	Q2S402_SALRD	Hydrolase, alpha/beta fold family, putative	No_Match	* esterase [EC:3.1.-.-]	K01175	No_Match	Hypothetical Gene	No_Match
S_ruber_randomG_0001_91_14	Q2S403_SALRD	Uncharacterized protein	No_Match	lipid A 3-O-deacylase [EC:3.1.1.-]	K12976	No_Match	Hypothetical Gene	No_Match
S_ruber_randomG_0001_92_2	Q2S3W7_SALRD	Uncharacterized conserved membrane protein	No_Match	beta-barrel assembly-enhancing protease [EC:3.4.-.-]	K01423	No_Match	Hypothetical Gene	No_Match
S_ruber_randomG_0001_92_4	D5H7U4_SALRM	Phosphatidylglycerol--prolipoprotein diacylglyceryl transferase	No_Match	* phosphatidylglycerol---prolipoprotein diacylglyceryl transferase [EC:2.5.1.145]	K13292	LGT_CHLT3	Phosphatidylglycerol--prolipoprotein diacylglyceryl transferase	No_Match
S_ruber_randomG_0001_92_5	Q2S3W4_SALRD	Citrate synthase family protein	No_Match	Hypothetical Gene	No_Match	No_Match	Hypothetical Gene	No_Match
S_ruber_randomG_0001_92_6	D5H7U6_SALRM	Arginine--tRNA ligase	K01887	* arginyl-tRNA synthetase [EC:6.1.1.19]	K01887	SYR_SALRD	Arginine--tRNA ligase	K01887
S_ruber_randomG_0001_92_8	Q2S3W2_SALRD	Possible pectin degradation protein	No_Match	3-[(4R)-4-hydroxycyclohexa-1,5-dien-1-yl]-2-oxopropanoate isomerase [EC:5.3.3.19]	K19547	No_Match	Hypothetical Gene	No_Match
S_ruber_randomG_0001_92_9	Q2S3W1_SALRD	ATPase, AAA family protein	K07478	* putative ATPase	K07478	RARA_HAEIN	Replication-associated recombination protein A;	K07478
S_ruber_randomG_0001_92_10	Q2S3W0_SALRD	Sulfurtransferase	K01011	* thiosulfate/3-mercaptopyruvate sulfurtransferase [EC:2.8.1.1 2.8.1.2]	K01011	THTR_HALVD	Putative thiosulfate sulfurtransferase;	K01011
S_ruber_randomG_0001_92_11	D5H7V2_SALRM	Tripartite ATP-independent periplasmic transporter, DctQ component	No_Match	C4-dicarboxylate transporter, DctQ subunit	K11689	No_Match	Hypothetical Gene	No_Match
S_ruber_randomG_0001_93_2	D5HA36_SALRM	DNA-directed RNA polymerase subunit beta'	K03046	* DNA-directed RNA polymerase subunit beta' [EC:2.7.7.6]	K03046	RPOC_SALRD	DNA-directed RNA polymerase subunit beta'	K03046
S_ruber_randomG_0001_93_3	D5HA37_SALRM	DNA-directed RNA polymerase subunit beta	K03043	* DNA-directed RNA polymerase subunit beta [EC:2.7.7.6]	K03043	RPOB_SALRD	DNA-directed RNA polymerase subunit beta	K03043
S_ruber_randomG_0001_93_4	D5HA38_SALRM	50S ribosomal protein L7/L12	K02935	* large subunit ribosomal protein L7/L12	K02935	RL7_SALRD	50S ribosomal protein L7/L12	K02935
S_ruber_randomG_0001_93_5	D5HA39_SALRM	50S ribosomal protein L10	K02864	* large subunit ribosomal protein L10	K02864	RL10_SALRD	50S ribosomal protein L10	K02864
S_ruber_randomG_0001_93_6	D5HA40_SALRM	50S ribosomal protein L1	K02863	* large subunit ribosomal protein L1	K02863	RL1_SALRD	50S ribosomal protein L1	K02863
S_ruber_randomG_0001_93_7	D5HA41_SALRM	50S ribosomal protein L11	K02867	* large subunit ribosomal protein L11	K02867	RL11_SALRD	50S ribosomal protein L11	K02867
S_ruber_randomG_0001_93_8	D5HA42_SALRM	Transcription termination/antitermination protein NusG	K02601	* transcription termination/antitermination protein NusG	K02601	NUSG_VIBCH	Transcription termination/antitermination protein NusG	K02601
S_ruber_randomG_0001_94_2	Q2S1G8_SALRD	Uncharacterized protein	No_Match	Hypothetical Gene	No_Match	No_Match	Hypothetical Gene	No_Match
S_ruber_randomG_0001_94_3	D5HAC6_SALRM	Uncharacterized protein	No_Match	acyl-CoA thioesteraes 11 [EC:3.1.2.-]	K12417	Y654_CHLPN	Uncharacterized acyl-CoA thioester hydrolase CPn_0654/CP_0093/CPj0654/CpB0680;	No_Match
S_ruber_randomG_0001_94_6	D5HAC9_SALRM	Serine--tRNA ligase	K01875	* seryl-tRNA synthetase [EC:6.1.1.11]	K01875	SYS_SALRD	Serine--tRNA ligase	K01875
S_ruber_randomG_0001_94_7	D5HAD0_SALRM	Fructose-1,6-bisphosphatase class 1	K03841	* fructose-1,6-bisphosphatase I [EC:3.1.3.11]	K03841	F16A2_SALRD	Fructose-1,6-bisphosphatase class 1 2	K03841
S_ruber_randomG_0001_94_10	D5HAD3_SALRM	UDP-N-acetylglucosamine 1-carboxyvinyltransferase	K00790	* UDP-N-acetylglucosamine 1-carboxyvinyltransferase [EC:2.5.1.7]	K00790	MURA_CHLT3	UDP-N-acetylglucosamine 1-carboxyvinyltransferase	K00790
S_ruber_randomG_0001_95_2	Q2S4T5_SALRD	Helix-turn-helix domain protein	No_Match	HTH-type transcriptional regulator / antitoxin HipB	K15773	No_Match	Hypothetical Gene	No_Match
S_ruber_randomG_0001_95_5	Q2S4T7_SALRD	Caax prenyl protease 1	K06013	* STE24 endopeptidase [EC:3.4.24.84]	K06013	No_Match	Hypothetical Gene	No_Match
S_ruber_randomG_0001_95_6	D5H6U4_SALRM	Sensory transduction histidine kinase	No_Match	* two-component system, NtrC family, nitrogen regulation sensor histidine kinase NtrY [EC:2.7.13.3]	K13598	No_Match	Hypothetical Gene	No_Match
S_ruber_randomG_0001_95_7	Q2S4T9_SALRD	Uncharacterized protein	No_Match	uncharacterized protein	K06893	No_Match	Hypothetical Gene	No_Match
S_ruber_randomG_0001_95_8	Q2S4U0_SALRD	D-isomer specific 2-hydroxyacid dehydrogenase, NAD binding domain protein	No_Match	glyoxylate reductase [EC:1.1.1.26]	K00015	GYAR_THEON	Glyoxylate reductase	K00015
S_ruber_randomG_0001_95_10	Q2S4U2_SALRD	Glucose-1-phosphate thymidylyltransferase	K00973	UDP-N-acetylglucosamine diphosphorylase / glucose-1-phosphate thymidylyltransferase / UDP-N-acetylgalactosamine diphosphorylase / glucosamine-1-phosphate N-acetyltransferase / galactosamine-1-phosphate N-acetyltransferase [EC:2.7.7.23 2.7.7.24 2.7.7.83 2.3.1.157 2.3.1.276]	K23144	No_Match	Hypothetical Gene	No_Match
S_ruber_randomG_0001_96_1	Q2RZ86_SALRD	Uncharacterized protein	No_Match	starch-binding outer membrane protein, SusD/RagB family	K21572	No_Match	Hypothetical Gene	No_Match
S_ruber_randomG_0001_96_2	Q2RZ85_SALRD	Conserved secreted Zn-dependent enzyme from deacylase/carboxypeptidase superfamily, putative	No_Match	Hypothetical Gene	No_Match	No_Match	Hypothetical Gene	No_Match
S_ruber_randomG_0001_96_6	D5HCN5_SALRM	Asparaginase	K01444	* N4-(beta-N-acetylglucosaminyl)-L-asparaginase [EC:3.5.1.26]	K01444	No_Match	Hypothetical Gene	No_Match
S_ruber_randomG_0001_96_7	Q2RZ80_SALRD	3-beta hydroxysteroid dehydrogenase/isomerase family	No_Match	dihydroflavonol-4-reductase [EC:1.1.1.219]	K00091	No_Match	Hypothetical Gene	No_Match
S_ruber_randomG_0001_96_8	Q2RZ79_SALRD	Uncharacterized protein	No_Match	6-hydroxy-3-succinoylpyridine 3-monooxygenase [EC:1.14.13.163]	K15359	No_Match	Hypothetical Gene	No_Match
S_ruber_randomG_0001_97_2	D5H8I0_SALRM	Octaprenyl-diphosphate synthase	K02523	* octaprenyl-diphosphate synthase [EC:2.5.1.90]	K02523	No_Match	Hypothetical Gene	No_Match
S_ruber_randomG_0001_97_3	Q2S384_SALRD	Metallo-beta-lactamase superfamily, putative	K00784	* ribonuclease Z [EC:3.1.26.11]	K00784	No_Match	Hypothetical Gene	No_Match
S_ruber_randomG_0001_97_6	Q2S387_SALRD	OsmC-like protein	K07397	* putative redox protein	K07397	No_Match	Hypothetical Gene	No_Match
S_ruber_randomG_0001_97_7	Q2S388_SALRD	Propionyl-CoA carboxylase, beta subunit, putative	No_Match	* 3-methylcrotonyl-CoA carboxylase beta subunit [EC:6.4.1.4]	K01969	MCCB_MOUSE	Methylcrotonoyl-CoA carboxylase beta chain, mitochondrial;	K01969
S_ruber_randomG_0001_97_10	D5H8H0_SALRM	Protoporphyrinogen oxidase	K00231	* protoporphyrinogen/coproporphyrinogen III oxidase [EC:1.3.3.4 1.3.3.15]	K00231	No_Match	Hypothetical Gene	No_Match
S_ruber_randomG_0001_97_11	D5H8G9_SALRM	Uncharacterized protein	No_Match	Hypothetical Gene	No_Match	No_Match	Hypothetical Gene	No_Match
S_ruber_randomG_0001_97_12	D5H8G8_SALRM	Dehydrogenases with different specificities (Related to short-chain alcohol dehydrogenases)	No_Match	* 2,4-dienoyl-CoA reductase, mitochondrial [EC:1.3.1.34]	K13236	DECR_RAT	2,4-dienoyl-CoA reductase, mitochondrial;	K13236
S_ruber_randomG_0001_98_2	Q2RZ13_SALRD	LytTr DNA-binding domain family	No_Match	* two-component system, LytTR family, response regulator	K02477	No_Match	Hypothetical Gene	No_Match
S_ruber_randomG_0001_98_4	Q2RZ15_SALRD	Lipoprotein, putative	K06889	* uncharacterized protein	K06889	No_Match	Hypothetical Gene	No_Match
S_ruber_randomG_0001_98_9	Q2RZ20_SALRD	Uncharacterized protein	No_Match	Hypothetical Gene	No_Match	No_Match	Hypothetical Gene	No_Match
S_ruber_randomG_0001_98_10	Q2RZ21_SALRD	Uncharacterized protein	No_Match	lipoprotein LprA	K14955	No_Match	Hypothetical Gene	No_Match
S_ruber_randomG_0001_99_5	No_Match	Hypothetical Gene	No_Match	Hypothetical Gene	No_Match	No_Match	Hypothetical Gene	No_Match
S_ruber_randomG_0001_99_7	No_Match	Hypothetical Gene	No_Match	Hypothetical Gene	No_Match	No_Match	Hypothetical Gene	No_Match
S_ruber_randomG_0001_99_8	No_Match	Hypothetical Gene	No_Match	histidine phosphotransfer protein HptB	K20976	No_Match	Hypothetical Gene	No_Match
S_ruber_randomG_0001_99_10	No_Match	Hypothetical Gene	No_Match	3-hydroxyanthranilate 3,4-dioxygenase [EC:1.13.11.6]	K00452	No_Match	Hypothetical Gene	No_Match
S_ruber_randomG_0001_100_2	D5HC81_SALRM	RNA polymerase sigma-E factor	K03088	* RNA polymerase sigma-70 factor, ECF subfamily	K03088	No_Match	Hypothetical Gene	No_Match
S_ruber_randomG_0001_100_3	Q2RZN3_SALRD	DNA repair protein RadA	K04485	* DNA repair protein RadA/Sms	K04485	RADA_BACSU	DNA repair protein RadA	K04485
S_ruber_randomG_0001_100_4	D5HC83_SALRM	Uncharacterized protein	K02066	* phospholipid/cholesterol/gamma-HCH transport system permease protein	K02066	Y041_RICTY	Probable ABC transporter permease protein RT0041;	K02066
S_ruber_randomG_0001_100_5	Q2RZN1_SALRD	ABC transporter, ATP-binding protein	K02065	* phospholipid/cholesterol/gamma-HCH transport system ATP-binding protein	K02065	MKL_MYCLE	Probable ribonucleotide transport ATP-binding protein mkl;	No_Match
S_ruber_randomG_0001_100_6	D5HC85_SALRM	Uncharacterized protein	K02067	* phospholipid/cholesterol/gamma-HCH transport system substrate-binding protein	K02067	No_Match	Hypothetical Gene	No_Match
S_ruber_randomG_0001_100_10	D5HC92_SALRM	Uncharacterized protein	No_Match	Hypothetical Gene	No_Match	No_Match	Hypothetical Gene	No_Match
S_ruber_randomG_0001_100_11	D5HC93_SALRM	Uncharacterized protein	No_Match	MFS transporter, SP family, solute carrier family 2 (facilitated glucose transporter), member 9	K08146	No_Match	Hypothetical Gene	No_Match
S_ruber_randomG_0001_100_12	Q2RZM5_SALRD	CBS domain pair protein	No_Match	CBS domain-containing protein	K07182	No_Match	Hypothetical Gene	No_Match
S_ruber_randomG_0001_101_4	D5H4Z4_SALRM	Uncharacterized protein	No_Match	putative peptide zinc metalloprotease protein	K16922	No_Match	Hypothetical Gene	No_Match
S_ruber_randomG_0001_101_5	Q2S678_SALRD	Vitamin B12-dependent methionine synthase family protein	No_Match	homocysteine S-methyltransferase [EC:2.1.1.10]	K00547	No_Match	Hypothetical Gene	No_Match
S_ruber_randomG_0001_101_7	Q2S680_SALRD	CAAX amino terminal protease family	K07052	* uncharacterized protein	K07052	No_Match	Hypothetical Gene	No_Match
S_ruber_randomG_0001_101_8	D5H4Z0_SALRM	ABC transporter ATP-binding protein	No_Match	* ABC-2 type transport system ATP-binding protein	K01990	NODI_PARXL	Nod factor export ATP-binding protein I	K09695
S_ruber_randomG_0001_102_2	D5H5X4_SALRM	ABC transporter, ATP-binding protein, proline/glycine betaine	K02000	* glycine betaine/proline transport system ATP-binding protein [EC:7.6.2.9]	K02000	OPUAA_BACSU	Glycine betaine transport ATP-binding protein OpuAA;	K02000
S_ruber_randomG_0001_102_3	D5H5X3_SALRM	Uncharacterized protein	No_Match	Hypothetical Gene	No_Match	No_Match	Hypothetical Gene	No_Match
S_ruber_randomG_0001_102_4	Q2S5F8_SALRD	Intracellular protease, PfpI family	K05520	D-lactate dehydratase [EC:4.2.1.130]	K18881	DJ1D_ARATH	Protein DJ-1 homolog D;	K18881
S_ruber_randomG_0001_102_6	Q2S5G0_SALRD	DoxX subfamily, putative	K15977	* putative oxidoreductase	K15977	No_Match	Hypothetical Gene	No_Match
S_ruber_randomG_0001_102_7	D5H5W9_SALRM	Uncharacterized protein	K15977	* putative oxidoreductase	K15977	No_Match	Hypothetical Gene	No_Match
S_ruber_randomG_0001_102_8	D5H5W8_SALRM	2-oxoacid:ferredoxin oxidoreductase, beta subunit	K00175	* 2-oxoglutarate/2-oxoacid ferredoxin oxidoreductase subunit beta [EC:1.2.7.3 1.2.7.11]	K00175	KORB_MYCTU	2-oxoglutarate oxidoreductase subunit KorB;	K00175
S_ruber_randomG_0001_102_9	Q2S5G3_SALRD	Pyruvate synthase	K00174	* 2-oxoglutarate/2-oxoacid ferredoxin oxidoreductase subunit alpha [EC:1.2.7.3 1.2.7.11]	K00174	KORA_MYCTU	2-oxoglutarate oxidoreductase subunit KorA;	K00174
S_ruber_randomG_0001_102_10	D5H5W5_SALRM	Phosphoadenosine phosphosulfate reductase	K00390	* phosphoadenosine phosphosulfate reductase [EC:1.8.4.8 1.8.4.10]	K00390	CYSH_SALRD	Phosphoadenosine phosphosulfate reductase	K00390
S_ruber_randomG_0001_102_11	D5H5W6_SALRM	Protein apaG	K06195	* ApaG protein	K06195	No_Match	Hypothetical Gene	No_Match
S_ruber_randomG_0001_103_2	D5HAA8_SALRM	Asparagine--tRNA ligase	K01893	* asparaginyl-tRNA synthetase [EC:6.1.1.22]	K01893	SYN_SORC5	Asparagine--tRNA ligase	K01893
S_ruber_randomG_0001_103_4	D5HAA6_SALRM	Lysophospholipase	No_Match	* acylglycerol lipase [EC:3.1.1.23]	K01054	MGLL_MYCTU	Monoacylglycerol lipase	No_Match
S_ruber_randomG_0001_103_7	D5HAA3_SALRM	Protein-export membrane protein SecF	K03074	* preprotein translocase subunit SecF	K03074	SECF_RHOM4	Protein translocase subunit SecF;	K03074
S_ruber_randomG_0001_103_8	D5HAA2_SALRM	Adenylosuccinate synthetase	K01939	* adenylosuccinate synthase [EC:6.3.4.4]	K01939	PURA_SALRD	Adenylosuccinate synthetase	K01939
S_ruber_randomG_0001_103_9	D5HAA1_SALRM	Sensor histidine kinase	No_Match	two-component system, NtrC family, sensor histidine kinase HydH [EC:2.7.13.3]	K07709	No_Match	Hypothetical Gene	No_Match
S_ruber_randomG_0001_104_1	D5H5M8_SALRM	Two-component system sensor protein	No_Match	two-component system, NarL family, sensor histidine kinase EvgS [EC:2.7.13.3]	K07679	No_Match	Hypothetical Gene	No_Match
S_ruber_randomG_0001_105_5	D5HAL9_SALRM	Uncharacterized protein	No_Match	Hypothetical Gene	No_Match	No_Match	Hypothetical Gene	No_Match
S_ruber_randomG_0001_105_6	D5HAL8_SALRM	Phosphoesterase	K07095	* uncharacterized protein	K07095	No_Match	Hypothetical Gene	No_Match
S_ruber_randomG_0001_105_7	D5HAL7_SALRM	UPF0173 metal-dependent hydrolase SRM_02151	No_Match	L-ascorbate 6-phosphate lactonase [EC:3.1.1.-]	K03476	Y1937_SALRD	UPF0173 metal-dependent hydrolase SRU_1937	No_Match
S_ruber_randomG_0001_105_8	Q2S185_SALRD	Thrombospondin N-terminal-like domain protein	No_Match	N,N-dimethylformamidase [EC:3.5.1.56]	K03418	No_Match	Hypothetical Gene	No_Match
S_ruber_randomG_0001_105_9	D5HAL5_SALRM	Uncharacterized protein	No_Match	Hypothetical Gene	No_Match	No_Match	Hypothetical Gene	No_Match
S_ruber_randomG_0001_105_10	Q2S187_SALRD	RNA polymerase sigma-H factor, putative	K03088	* RNA polymerase sigma-70 factor, ECF subfamily	K03088	No_Match	Hypothetical Gene	No_Match
S_ruber_randomG_0001_106_2	D5HC07_SALRM	Glycosyl transferase, family 2	No_Match	beta-mannan synthase [EC:2.4.1.32]	K13680	CSLA2_ARATH	Glucomannan 4-beta-mannosyltransferase 2	K13680
S_ruber_randomG_0001_106_3	Q2RZW0_SALRD	Hydroxymethylglutaryl-coenzyme A reductase	K00021	* hydroxymethylglutaryl-CoA reductase (NADPH) [EC:1.1.1.34]	K00021	HMDH_PYRAB	3-hydroxy-3-methylglutaryl-coenzyme A reductase;	K00021
S_ruber_randomG_0001_106_5	D5HC04_SALRM	Folylpolyglutamate synthase	K11754	* dihydrofolate synthase / folylpolyglutamate synthase [EC:6.3.2.12 6.3.2.17]	K11754	No_Match	Hypothetical Gene	No_Match
S_ruber_randomG_0001_106_6	D5HC03_SALRM	Uncharacterized P-loop hydrolase UPF0079	K06925	* tRNA threonylcarbamoyladenosine biosynthesis protein TsaE	K06925	TSAE_TREPA	tRNA threonylcarbamoyladenosine biosynthesis protein TsaE;	K06925
S_ruber_randomG_0001_106_7	D5HC02_SALRM	Response regulator	No_Match	two-component system, chemotaxis family, chemotaxis protein CheY	K03413	No_Match	Hypothetical Gene	No_Match
S_ruber_randomG_0001_106_8	Q2RZW5_SALRD	Uncharacterized protein	No_Match	Hypothetical Gene	No_Match	No_Match	Hypothetical Gene	No_Match
S_ruber_randomG_0001_107_3	D5H8W7_SALRM	Response regulator receiver containing Stage II sporulation protein E (SpoII) domain	No_Match	* phosphoserine phosphatase RsbU/P [EC:3.1.3.3]	K07315	No_Match	Hypothetical Gene	No_Match
S_ruber_randomG_0001_107_6	Q2S2V3_SALRD	o-succinylbenzoate synthase	K02549	* O-succinylbenzoate synthase [EC:4.2.1.113]	K02549	No_Match	Hypothetical Gene	No_Match
S_ruber_randomG_0001_107_7	Q2S2V4_SALRD	1,4-dihydroxy-2-naphthoate octaprenyltransferase	K02548	* 1,4-dihydroxy-2-naphthoate polyprenyltransferase [EC:2.5.1.74]	K02548	MENA_MYCTU	1,4-dihydroxy-2-naphthoate octaprenyltransferase	K02548
S_ruber_randomG_0001_107_8	Q2S2V5_SALRD	Cyclase, putative	No_Match	cyclase [EC:4.-.-.-]	K05555	No_Match	Hypothetical Gene	No_Match
S_ruber_randomG_0001_107_9	D5H8W1_SALRM	2-succinyl-5-enolpyruvyl-6-hydroxy-3-cyclohexene-1-carboxylate synthase	K02551	isochorismate synthase / 2-succinyl-5-enolpyruvyl-6-hydroxy-3-cyclohexene-1-carboxylate synthase / 2-succinyl-6-hydroxy-2,4-cyclohexadiene-1-carboxylate synthase / O-succinylbenzoate synthase [EC:5.4.4.2 2.2.1.9 4.2.99.20 4.2.1.113]	K14759	MEND_SALRD	2-succinyl-5-enolpyruvyl-6-hydroxy-3-cyclohexene-1-carboxylate synthase	K02551
